"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDP.PCAP.CD","人均 GDP（现价美元）","人均 GDP 是国内生产总值除以年中人口数。GDP是一个经济体内所有居民生产者创造的增加值的总和加上产品税并减去不包括在产品价值中的补贴。计算时未扣除资产折旧或自然资源损耗和退化。数据按现价美元计。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
